adult,id,original_language,original_title,overview,popularity,release_date,title,vote_average,vote_count
False,483411,en,Ladies in Black,"Adapted from the bestselling novel by Madeleine St John, Ladies in Black is an alluring and tender-hearted comedy drama about the lives of a group of department store employees in 1959 Sydney.",26.267,2018-10-18,Ladies in Black,6.758,155
False,747731,en,Johnny Z,"A half-human, half-zombie named Johnny pursues the malevolent corporation responsible for his creation. With the expert guidance of a seasoned martial arts master, he seeks justice and retribution.",26.266,2023-03-26,Johnny Z,5.4,19
False,689249,es,La Casa de Papel: el fenómeno,A documentary on why 'Money Heist' sparked a wave of enthusiasm around the world for a lovable group of thieves and their professor.,26.262,2020-04-03,Money Heist: The Phenomenon,7.5,1058
False,16220,en,Wizards,"After the death of his mother, the evil mutant wizard Blackwolf discovers some long-lost military technologies. Full of ego and ambition, Blackwolf claims his mother's throne, assembles an army and sets out to brainwash and conquer Earth. Meanwhile, Blackwolf's gentle twin brother, the bearded and sage Avatar, calls upon his own magical abilities to foil Blackwolf's plans for world domination -- even if it means destroying his own flesh and blood.",26.261,1977-02-09,Wizards,6.128,187
False,301372,en,Voice from the Stone,Verena is a nurse who arrives at an old mansion in Italy to help a young boy who has fallen silent since the sudden passing of his mother.,26.26,2017-04-28,Voice from the Stone,5.61,448
False,377264,en,Morgan,A corporate risk-management consultant must determine whether or not to terminate an artificial being's life that was made in a laboratory environment.,26.259,2016-09-01,Morgan,5.788,1418
False,27793,en,The NeverEnding Story III,A young boy must restore order when a group of bullies steal the magical book that acts as a portal between Earth and the imaginary world of Fantasia.,26.258,1994-10-26,The NeverEnding Story III,4.4,355
False,1015602,en,Welcome to the Club,"Heart set on becoming a princess, Lisa Simpson is surprised to learn being bad might be more fun.",26.257,2022-09-08,Welcome to the Club,6.509,172
False,311291,en,45 Years,"There is just one week until Kate Mercer's 45th wedding anniversary and the planning for the party is going well. But then a letter arrives for her husband. The body of his first love has been discovered, frozen and preserved in the icy glaciers of the Swiss Alps. By the time the party is upon them, five days later, there may not be a marriage left to celebrate.",26.257,2015-08-04,45 Years,6.584,710
False,29095,en,Waxwork,"Wealthy slacker college student Mark, his new girlfriend Sarah, and their friends are invited to a special showing at a mysterious wax museum which displays 18 of the most evil men of all time. After his ex-girlfriend and another friend disappear, Mark becomes suspicious.",26.257,1988-06-17,Waxwork,6.083,270
False,3309,en,Mildred Pierce,A hard-working mother inches towards disaster as she divorces her husband and starts a successful restaurant business to support her spoiled daughter.,26.254,1945-10-20,Mildred Pierce,7.6,372
False,419639,en,The Thinning,"In a post-apocalyptic future where population control is dictated by a high-school aptitude test, two students discover the test is smoke and mirrors hiding a larger conspiracy.",26.252,2016-10-12,The Thinning,6.8,346
False,864873,en,Hypnotic,"A young woman seeking self-improvement enlists the help of a renowned hypnotist but, after a handful of intense sessions, discovers unexpected and deadly consequences.",26.251,2021-10-27,Hypnotic,6.0,591
False,737043,en,Swingers,"Observational documentary unlocking the doors of Britain's hidden swinging scene via access to one of the country's most popular swinging clubs and candid interviews with the club's founder, staff and clientele.",26.25,2020-08-24,Swingers,4.5,2
False,722778,it,È stata la mano di Dio,"In 1980s Naples, Italy, an awkward Italian teen struggling to find his place experiences heartbreak and liberation after he's inadvertently saved from a freak accident by football legend Diego Maradona.",26.25,2021-11-24,The Hand of God,7.6,1565
False,376865,en,High Life,A father and his daughter struggle to survive in deep space where they live in isolation.,26.249,2018-09-26,High Life,5.755,1044
False,56153,it,Mimì metallurgico ferito nell'onore,"Voting against the Mafia in what he thinks is a secret ballot costs Sicilian laborer Mimi his livelihood. He leaves his wife, flees to Turin and romances a Communist organizer - but he just can’t shake the Mafia. When they lure Mimi back to Sicily with a better job, he must keep his lover – and love child – under wraps. That’s when his wife announces she’s pregnant.",26.249,1972-02-19,The Seduction of Mimi,7.153,98
False,18189,en,Dirty Love,"The klutzy yet stunning Rebecca Sommers walks in on her hunky boyfriend in bed with another woman. They break up and Rebecca starts to fall apart, but, with the help of her close girlfriends, she begins to date again. Unfortunately, the men she meets all happen to be crazy. John, her dorky guy friend, tries to express his secret love for Rebecca, but she's too busy to notice as she tries to come to terms with her breakup.",26.247,2005-09-23,Dirty Love,4.3,96
False,846956,en,Rogue Agent,"Conman Robert Freegard poses as an undercover MI5 agent and kidnaps countless victims amidst a high-stakes manhunt until the woman who fell for him brings him to justice.r him, and then brought him down.",26.246,2022-08-12,Rogue Agent,6.348,174
False,747803,en,One Way,"On the run with a bag full of cash after a robbing his former crime boss—and a potentially fatal wound—Freddy slips onto a bus headed into a rainy night in Georgia. With his life slipping through his fingers, Freddy is left with very few choices to survive.",26.246,2022-09-02,One Way,6.0,121
False,182560,en,Dark Places,A woman who survived the brutal killing of her family as a child is forced to confront the events of that day.,26.246,2015-04-08,Dark Places,5.902,1234
False,11463,en,Battle of Britain,"In 1940, the Royal Air Force fights a desperate battle against the might of the Luftwaffe for control of the skies over Britain, thus preventing the Nazi invasion of Britain.",26.246,1969-09-15,Battle of Britain,6.8,283
False,340101,en,Their Finest,"During the Blitz of World War II, a female screenwriter works on a film celebrating England's resilience as a way to buoy a weary populace's spirits. Her efforts to dramatise the true story of two sisters who undertook their own maritime mission to rescue wounded soldiers are met with mixed feelings by a dismissive all-male staff.",26.242,2017-02-19,Their Finest,6.68,395
False,1276452,en,PR0JECT ARCADIA,"A family in a quiet neighborhood witnesses strange events within their household and the outside world, and must figure out how to keep each other safe.",26.239,2024-05-04,PR0JECT ARCADIA,0.0,0
False,6072,en,One Eight Seven,"After surviving a stabbing by a student, teacher Trevor Garfield moves from New York to Los Angeles. There, he resumes teaching as a substitute teacher. The education system, where violent bullies control the classrooms and the administration is afraid of lawsuits, slowly drives Garfield mad.",26.239,1997-07-29,One Eight Seven,6.625,543
False,52302,ja,マタンゴ,Five vacationers and two crewmen become stranded on a tropical island near the equator. The island has little edible food for them to use as they try to live in a fungus covered hulk while repairing Kessei's yacht. Eventually they struggle over the food rations which were left behind by the former crew. Soon they discover something unfriendly there...,26.235,1963-08-11,Matango,6.8,93
False,423453,fr,Sahara,A young cobra and his scorpion best friend go on a journey across the Sahara desert to save a new-found love.,26.233,2017-02-01,Sahara,5.9,268
False,117352,ja,クレヨンしんちゃん 超時空！嵐を呼ぶオラの花嫁,"Shin-chan is approached by his time-traveling future bride-to-be Tamiko, who asks him to help save his adult self from the ruler of Neo Tokio.",26.232,2010-04-17,Crayon Shin-chan: Super-Dimension! The Storm Called My Bride,7.8,53
False,13503,en,Texas Rangers,"Ten years after the Civil War has ended, the Governor of Texas asks Leander McNelly to form a company of Rangers to help uphold the law along the Mexican border. With a few veterans of the war, most of the recruits are young men who have little or no experience with guns or policing crime.",26.232,2001-11-30,Texas Rangers,6.1,105
False,11518,hi,मोहब्बतें,"At a prestigious all-male university, three friends seek love outside of the school grounds; at the same time, a newly-hired music teacher seeks to befriend and loosen up the militantly strict headmaster.",26.232,2000-10-27,Mohabbatein,7.005,222
False,6935,fr,Yamakasi,"Yamakasi - Les samouraïs des temps modernes is a 2001 French movie written by Luc Besson. It demonstrates the skills of the Yamakasi, a group of traceurs who battle against injustice in the Paris ghetto. They use parkour to steal from the rich in order to pay off medical bills for a kid injured copying their techniques.",26.232,2001-04-04,Yamakasi,6.014,536
